paper_id,title,year,venue,peer_review_status,doi,url,reason
ahtisham_2026_annotation_orchestration,AI Annotation Orchestration: Evaluating LLM Verifiers to Improve the Quality of LLM Annotations in Learning Analytics,2026,16th International Learning Analytics and Knowledge Conference (LAK 2026),peer reviewed,10.1145/3785022.3785095,https://doi.org/10.1145/3785022.3785095,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0038_2026_tiong,AI-assisted thematic synthesis of existing neurological core outcome sets: A descriptive reference framework (COS-Neuro).,2026,PloS one,peer reviewed,10.1371/journal.pone.0333864,https://doi.org/10.1371/journal.pone.0333864,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0040_2026_ashton,AI-Enhanced Qualitative Analysis in Healthcare: Unlocking Insight from Interviews of Leadership at Top-Performing Academic Medical Centers.,2026,"Healthcare (Basel, Switzerland)",peer reviewed,10.3390/healthcare14020248,https://doi.org/10.3390/healthcare14020248,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0089_2026_yeoh,Building a Dementia-Ready Workforce in Malaysia: Family Caregivers' Insights.,2026,"Dementia (London, England)",peer reviewed,10.1177/14713012261452907,https://doi.org/10.1177/14713012261452907,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0090_2026_stinger,Can Artificial Intelligence Replicate Human Qualitative Analysis?,2026,The Journal of surgical research,peer reviewed,10.1016/j.jss.2026.04.020,https://doi.org/10.1016/j.jss.2026.04.020,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0117_2026_davis,Comparing Human Insight and AI in Thematic Analysis of Nursing Education Reflections.,2026,The Journal of nursing education,peer reviewed,10.3928/01484834-20250414-01,https://doi.org/10.3928/01484834-20250414-01,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
fc_13_2026_lukito,Comparing qualitative thematic analysis and machine-based topic modelling in the analysis of autistic and ADHD young people’s accounts of emotions,2026,"Scientific Reports, volume 16, article 1579",peer reviewed,10.1038/s41598-025-34570-7,https://doi.org/10.1038/s41598-025-34570-7,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
moskalewicz_et_al_2026_computational_phenomenology_bpd,Computational Phenomenology of Borderline Personality Disorder: A Comparative Evaluation of LLM-Simulated Expert Personas and Human Clinical Experts,2026,ETHICAIA’26 Workshop on Ethics in Clinical AI Applications at IJCAI-ECAI 2026,workshop acceptance shown in manuscript; archival peer-review status not verified,10.48550/arXiv.2508.19008,https://arxiv.org/abs/2508.19008,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0144_2026_bang,Developing and evaluating human-led and large language model-assisted hybrid deductive-inductive workflows for qualitative analysis.,2026,Journal of the American Medical Informatics Association : JAMIA,peer reviewed,10.1093/jamia/ocag123,https://doi.org/10.1093/jamia/ocag123,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
alghamdi_2026_convergence,From Code Variability to Theme Convergence: Evaluating Large Language Models Against Human Thematic Analysis,2026,"International Journal of Qualitative Methods, 25.",peer reviewed,10.1177/16094069261462093,https://doi.org/10.1177/16094069261462093,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0221_2026_bazilinskyy,How should drivers' use of Automated Lane Keeping Systems (ALKS) be assessed? A study with experienced driving assessors in a Wizard-of-Oz vehicle.,2026,Accident; analysis and prevention,peer reviewed,10.1016/j.aap.2026.108592,https://doi.org/10.1016/j.aap.2026.108592,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0231_2026_misgav,Human Analysis vs. Artificial Intelligence: Analyzing of Qualitative Medical Students' Narratives.,2026,Qualitative health research,peer reviewed,10.1177/10497323251359445,https://doi.org/10.1177/10497323251359445,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0246_2026_bowden,Incorporating Artificial Intelligence in Qualitative Research: Exploring the Role of ChatGPT in Thematic Analysis.,2026,Medical science educator,peer reviewed,10.1007/s40670-025-02587-2,https://doi.org/10.1007/s40670-025-02587-2,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
turner_2026_dementia_trials,Large language models for deductive qualitative content analysis in dementia-focused embedded pragmatic clinical trials: A comparative methodological study,2026,Implementation Science Communications. 2026;7:130.,not reported,10.1186/s43058-026-00953-8,https://doi.org/10.1186/s43058-026-00953-8,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
hill_2026_healthcare,Large language models for thematic analysis in healthcare research: A blinded mixed-methods comparison,2026,"PLOS Digital Health, 5(4), e0001189.",peer reviewed,10.1371/journal.pdig.0001189,https://journals.plos.org/digitalhealth/article?id=10.1371/journal.pdig.0001189,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
fc_05_2026_misra,Large Language Models in Qualitative Analysis: Comparing Traditional and Researcher-Interpreted Approaches,2026,"International Journal of Qualitative Methods, volume 25",peer reviewed,10.1177/16094069261426100,https://doi.org/10.1177/16094069261426100,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
fc_17_2026_espino,LLMs and Coding in Qualitative Research: Advancements and Opportunities for Social Verbatim as an Integral Qualitative Tool,2026,"Revista CENTRA de Ciencias Sociales, 5(1), Debate section",peer reviewed,10.54790/rccs.176,https://doi.org/10.54790/rccs.176,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0308_2026_cheng,"Mapping Human-AI Teaming in Risk Analysis: Role Evolution, Thematic Landscape, and Governance Mechanisms From News Media.",2026,Risk analysis : an official publication of the Society for Risk Analysis,peer reviewed,10.1111/risa.70324,https://doi.org/10.1111/risa.70324,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
jain_et_al_2026_multi_llm_dual_reliability,Multi-LLM Thematic Analysis with Dual Reliability Metrics: Combining Cohen's Kappa and Semantic Similarity for Qualitative Research Validation,2026,arXiv:2512.20352v2,not peer reviewed,10.48550/arXiv.2512.20352,https://arxiv.org/abs/2512.20352,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0330_2026_forster,Multi-Stage LLM Pipeline to Support Qualitative Content Analysis - A Proof of Concept Experiment with Expert Validation.,2026,Studies in health technology and informatics,peer reviewed,10.3233/shti260065,https://doi.org/10.3233/shti260065,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0334_2026_hill,Multimorbidity and AI-enabled health and social care: A methodological illustration of integrating large language models into qualitative analytic workflows.,2026,Journal of multimorbidity and comorbidity,peer reviewed,10.1177/26335565261444423,https://doi.org/10.1177/26335565261444423,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
perez_2026_icr,Position: A Semiotic-Hermeneutic Approach to Qualitative Evaluation of LLMs with an Inductive Conceptual Rating Metric,2026,"GEM 2026, 1036–1047.",peer reviewed,10.18653/v1/2026.gem-main.81,https://aclanthology.org/2026.gem-main.81/,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
qualanalyzer_2026,QualAnalyzer: A Transparent and Auditable LLM-Assisted Qualitative Analysis Framework,2026,not reported,preprint/manuscript; peer review not verified,10.48550/arxiv.2604.03820,https://arxiv.org/abs/2604.03820,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
borchers_et_al_2026_temperature_persona_consensus,Temperature and Persona Shape LLM Agent Consensus With Minimal Accuracy Gains in Qualitative Coding,2026,"Proceedings of the 19th International Conference on Educational Data Mining, pages 280–292",peer reviewed,10.5281/zenodo.21039879,https://doi.org/10.5281/zenodo.21039879,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
rodriguez_et_al_2026_text_chunking_urban,Text Chunking in Human-AI Teaming of Document Classification for Urban Systems Management Using Large Language Models,2026,IET Smart Cities 8(1),peer reviewed,10.1049/smc2.70023,https://doi.org/10.1049/smc2.70023,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0416_2026_prahl,The AI-Reflexivity Checklist (ARC): A Pre-Analysis Pause for LLM-Assisted Coding.,2026,Qualitative health research,peer reviewed,10.1177/10497323251401503,https://doi.org/10.1177/10497323251401503,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
fc_02_2026_cibrian,The Hidden Curriculum of LLM-Assisted Qualitative Analysis in HCI Education,2026,Proceedings of the 8th Annual Symposium on HCI Education (EduCHI '26),peer reviewed,10.1145/3803869.3803876,https://doi.org/10.1145/3803869.3803876,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
fc_01_2026_logan,Towards a Structured Framework for Large-Scale AI-Driven Thematic Analysis on Domain-Specific Customer Feedback,2026,CHI Conference on Human Factors in Computing Systems Extended Abstracts (CHI EA '26),peer reviewed,10.1145/3772363.3798789,https://doi.org/10.1145/3772363.3798789,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0450_2026_hudson,Unmet Needs and Service Priorities for ADHD in Australia: AI-Assisted Analysis of Senate Inquiry Submissions.,2026,International journal of environmental research and public health,peer reviewed,10.3390/ijerph23010123,https://doi.org/10.3390/ijerph23010123,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
ta_0461_2026_umer,Using ChatGPT for thematic analysis of qualitative interviews in cultural research: a methodological investigation.,2026,Asian journal of psychiatry,peer reviewed,10.1016/j.ajp.2026.105071,https://doi.org/10.1016/j.ajp.2026.105071,No preferred paper-level PDF was present in the inventoried local source roots at organization time.
